قيمة - ريال;الوزن الصافي بالكيلو;رمز التعرفة 4 خانات ;السنة;الربع ;الدولة
38,369;1,618;7612;2,024;Q1-2024;السودان
143,925;2,180;8704;2,024;Q1-2024;الصين الشعبية
915,152;68,717;7903;2,024;Q1-2024;هولندا
665,684;64,589;5405;2,024;Q1-2024;نيوزيلاندا
1,403;14;4016;2,024;Q1-2024;البرازيل
7,028;546;3404;2,024;Q1-2024;البحرين
128,544,573;15,986,414;7601;2,024;Q1-2024;كوريا الجنوبية
47,594;3,103;8518;2,024;Q1-2024;هولندا
1,730,575;69,593;8474;2,024;Q1-2024;الإمارات
4,063;58;8533;2,024;Q1-2024;فرنسا
296;29;9112;2,024;Q1-2024;الإمارات
271;90;1901;2,024;Q1-2024;سنغافوره
34,302;218;8546;2,024;Q1-2024;الصين الشعبية
450;20;9610;2,024;Q1-2024;عمان
162,772,907;41,048,200;3901;2,024;Q1-2024;جنوب افريقيا
3,457,288;3,927,581;6907;2,024;Q1-2024;المملكة المتحدة
288,017;110,114;7004;2,024;Q1-2024;عمان
1,432,183;210,650;0106;2,024;Q1-2024;الكويت
36,000;4,500;1515;2,024;Q1-2024;غينيا
156,211;35,210;3916;2,024;Q1-2024;اليمن
1,730,523;2,451;1211;2,024;Q1-2024;قطر
157,151;80;8420;2,024;Q1-2024;التشيك
177,850;34,000;0808;2,024;Q1-2024;اليمن
1,101,355;289,988;3901;2,024;Q1-2024;لتوانيا
70,031;519;9103;2,024;Q1-2024;أمريكا
300;10;7117;2,024;Q1-2024;الأردن
1,400;2,000;9404;2,024;Q1-2024;مدغشقر
382,256;52,883;0405;2,024;Q1-2024;تركيا
2,118;235;9616;2,024;Q1-2024;قطر
9,326;1,257;4011;2,024;Q1-2024;أريتريا
29,070;48,090;2009;2,024;Q1-2024;تونس
274,594;21,000;4101;2,024;Q1-2024;تركيا
356,542;28,150;1302;2,024;Q1-2024;الأردن
3,240;400;5403;2,024;Q1-2024;اليمن
12,204;2,400;8509;2,024;Q1-2024;الكويت
91,145;250;8529;2,024;Q1-2024;الإمارات
217;120;8413;2,024;Q1-2024;أستراليا
223,077;24,245;5402;2,024;Q1-2024;البحرين
1,983,923;13,567,800;2505;2,024;Q1-2024;الكويت
13,500;18,000;6301;2,024;Q1-2024;الفلبين
26,885;6,976;1209;2,024;Q1-2024;هولندا
45,575;2;9027;2,024;Q1-2024;إيطاليا
399,887;42,473;5703;2,024;Q1-2024;مصر
84,537;24,000;3901;2,024;Q1-2024;كوستاريكا
1,150;110;8441;2,024;Q1-2024;اليمن
101,240;24,750;3901;2,024;Q1-2024;زيمبابوي
5,600;130;6301;2,024;Q1-2024;عمان
6,040;300;4501;2,024;Q1-2024;اليمن
100;39,700;8609;2,024;Q1-2024;بولندا (بولونيا)
828,658;53,700;7601;2,024;Q1-2024;جيبوتي
122,007,772;22,181;8409;2,024;Q1-2024;أمريكا
3,080;4,065;4911;2,024;Q1-2024;الأردن
4,500;45,000;8007;2,024;Q1-2024;باكستان
136,632;15,675;3908;2,024;Q1-2024;البحرين
220,054;300,000;2503;2,024;Q1-2024;ماليزيا
745,876;3,692;9023;2,024;Q1-2024;استونيا
364,122;3,356;8530;2,024;Q1-2024;الإمارات
72,334;8,500;1901;2,024;Q1-2024;تركيا
179,375;48,000;8429;2,024;Q1-2024;فيتنام
375;55;7008;2,024;Q1-2024;كندا
144,869;2,830;8415;2,024;Q1-2024;ليبيا
350;200;9503;2,024;Q1-2024;الهند
945,135;100,000;2930;2,024;Q1-2024;الأردن
576,362;4,005;3813;2,024;Q1-2024;أمريكا
496,908;6,000;8511;2,024;Q1-2024;الأردن
60;30;1006;2,024;Q1-2024;الصين الشعبية
166,480;68,816;6807;2,024;Q1-2024;بنغلادش
36,263;731;4806;2,024;Q1-2024;البحرين
123,000;16,713;2923;2,024;Q1-2024;اليمن
314,146;40,884;0402;2,024;Q1-2024;بلغاريا
91,213;20,000;2923;2,024;Q1-2024;الكويت
11,492;123;6215;2,024;Q1-2024;سويسرا
760;1;6216;2,024;Q1-2024;إيطاليا
92,610;2,594;3204;2,024;Q1-2024;مصر
353,230;4,323;7616;2,024;Q1-2024;أندونيسيا
39,927;3,800;3401;2,024;Q1-2024;السودان
9,401;100;8419;2,024;Q1-2024;نيوزيلاندا
57,153;675;7323;2,024;Q1-2024;اليابان
372;16;6109;2,024;Q1-2024;تايوان
7,334,227;26,750;8537;2,024;Q1-2024;الصين الشعبية
1,135,559;706,561;2901;2,024;Q1-2024;الإمارات
407,205;31,545;6910;2,024;Q1-2024;الإمارات
3,290,564;1,447,150;7213;2,024;Q1-2024;الأردن
367,876;3,534;8408;2,024;Q1-2024;تونس
9,730;2,350;6910;2,024;Q1-2024;السودان
2,424;1,250;2102;2,024;Q1-2024;ماليزيا
7,750;625;0405;2,024;Q1-2024;المملكة المتحدة
170,066;9,912;6910;2,024;Q1-2024;البحرين
62,593;11,564;4823;2,024;Q1-2024;فلسطين
40,634,707;63,374;9802;2,024;Q1-2024;بولندا (بولونيا)
150,100;2,997;5702;2,024;Q1-2024;بروناي دار السلام
537,596;40,673;3919;2,024;Q1-2024;جيبوتي
30;0;0210;2,024;Q1-2024;البحرين
87,038;4,000;6814;2,024;Q1-2024;السودان
236,250;23,000;8408;2,024;Q1-2024;تركيا
11,000;1,290;5904;2,024;Q1-2024;الإمارات
142,533;87;9015;2,024;Q1-2024;باكستان
33,300;8,550;0101;2,024;Q1-2024;هولندا
176,374;35,082;2202;2,024;Q1-2024;مالي
37,250;1,100;3903;2,024;Q1-2024;جيبوتي
1,044,380;314,348;2004;2,024;Q1-2024;جيبوتي
1,652,219;81,575;6405;2,024;Q1-2024;اليمن
2,179,530;408,051;9403;2,024;Q1-2024;اليمن
2,762,538;154,681;4415;2,024;Q1-2024;الإمارات
3,302,458;4,208;9031;2,024;Q1-2024;المانيا
4,559,277;113,835;1806;2,024;Q1-2024;البحرين
5,588,267;1,298,713;4819;2,024;Q1-2024;البحرين
1,383,989;738,128;7304;2,024;Q1-2024;ماليزيا
14,299,820;1,769,200;4002;2,024;Q1-2024;سنغافوره
10,383;1,490;9801;2,024;Q1-2024;أفغانستان
2,148,490;270,116;7610;2,024;Q1-2024;البحرين
315;9;5909;2,024;Q1-2024;الإمارات
374,000;4,000;4004;2,024;Q1-2024;الإمارات
71,680;16,848;0808;2,024;Q1-2024;عمان
47,526;3,302;8516;2,024;Q1-2024;فرنسا
31,420,742;244,947,000;2523;2,024;Q1-2024;اليمن
2,686,644;292,509;4002;2,024;Q1-2024;إسبانيا
271,952;32,032;3405;2,024;Q1-2024;اليمن
61,358;40,000;2836;2,024;Q1-2024;باكستان
123,471;2;9014;2,024;Q1-2024;إيطاليا
8,000;5,000;4901;2,024;Q1-2024;تايلاند
34,282;1,480;4602;2,024;Q1-2024;الكويت
2,650,002;477,876;3920;2,024;Q1-2024;ليبيا
1,664,280;8,207;8517;2,024;Q1-2024;البحرين
3,796,326;510,740;1517;2,024;Q1-2024;اليمن
2,572,477;481,263;3920;2,024;Q1-2024;روسيا
1,082,517;890;8524;2,024;Q1-2024;هولندا
23,286,433;5,861,207;7210;2,024;Q1-2024;إيطاليا
43,500;8,003;6306;2,024;Q1-2024;الأردن
52,653;3,139;8541;2,024;Q1-2024;الإمارات
16,881;1,070;6702;2,024;Q1-2024;عمان
2,956;560;4819;2,024;Q1-2024;سويسرا
116,586;13,266;7009;2,024;Q1-2024;اليمن
247,875;5,700;6207;2,024;Q1-2024;البحرين
2,111;110;4911;2,024;Q1-2024;البرازيل
6,382;63;3923;2,024;Q1-2024;البوسنة والهرسك
950,910;167,528;3920;2,024;Q1-2024;السنيغال
125,702,705;4,629,015;7413;2,024;Q1-2024;العراق
235,305;33,080;7019;2,024;Q1-2024;المغرب
311,955;8,069;7418;2,024;Q1-2024;قطر
181,740;23,300;7601;2,024;Q1-2024;أندونيسيا
60,416;5,329;5407;2,024;Q1-2024;تايلاند
354,443;90,166;7606;2,024;Q1-2024;لبنان
11,150;1,000;2823;2,024;Q1-2024;اليمن
232,090;47,430;5503;2,024;Q1-2024;ماليزيا
1,506;31;6117;2,024;Q1-2024;إيطاليا
28,467;9,278;6107;2,024;Q1-2024;ليبيا
1,243,542;89,703;3921;2,024;Q1-2024;إيطاليا
1,105,172;17,441;9405;2,024;Q1-2024;قطر
207,000;48,000;1517;2,024;Q1-2024;الكويت
13,509,150;3,379,780;3901;2,024;Q1-2024;ليبريا
485,160;41,322;1302;2,024;Q1-2024;اليمن
1,799,357;921,103;7005;2,024;Q1-2024;العراق
1,225,477;371,250;3902;2,024;Q1-2024;كرواتيا
7,073,353;2,165,704;3902;2,024;Q1-2024;قطر
1,006,901;449,971;7005;2,024;Q1-2024;أمريكا
1,247,560;332,167;2202;2,024;Q1-2024;السنيغال
48,420;26,078;2501;2,024;Q1-2024;اليمن
4,565,192;1,480,500;3901;2,024;Q1-2024;سلوفانيا
9,254,923;2,023,425;3902;2,024;Q1-2024;اليمن
187,448;274,000;6905;2,024;Q1-2024;قطر
58,970;31,451;5505;2,024;Q1-2024;تركيا
4,978,439;41,504;8304;2,024;Q1-2024;الإمارات
101,327;2,456;8507;2,024;Q1-2024;سويسرا
20,715,968;4,115,281;3809;2,024;Q1-2024;الكويت
595;53;4809;2,024;Q1-2024;الإمارات
187,465;6,928;9616;2,024;Q1-2024;الإمارات
98;16;8715;2,024;Q1-2024;الكويت
19,982;3,000;4420;2,024;Q1-2024;المغرب
28,646;12,541;4504;2,024;Q1-2024;الإمارات
25,000;11,800;5702;2,024;Q1-2024;أريتريا
17,065;75;8712;2,024;Q1-2024;الإمارات
25,591,648;4,849,038;0804;2,024;Q1-2024;عمان
17,327;381;8522;2,024;Q1-2024;إيطاليا
378,297;35,443;7325;2,024;Q1-2024;الأردن
32,741;5,839;0804;2,024;Q1-2024;موزمبيق
1,058;74;7318;2,024;Q1-2024;هولندا
10,864;4,480;9405;2,024;Q1-2024;نيجيريا
6,301;64;8528;2,024;Q1-2024;إيطاليا
496,250;77,719;0804;2,024;Q1-2024;أذربيجان
39,054;3,780;5402;2,024;Q1-2024;الإمارات
66,657;7,396;6911;2,024;Q1-2024;الأردن
4,762;145;8522;2,024;Q1-2024;فرنسا
940,390;80;9019;2,024;Q1-2024;المانيا
1,493;240;1108;2,024;Q1-2024;الصومال
183,277;2,795;8535;2,024;Q1-2024;إيطاليا
143,456;4,056;7325;2,024;Q1-2024;سنغافوره
44,232;1,100;8432;2,024;Q1-2024;السودان
53,918;6,479;8532;2,024;Q1-2024;الإمارات
927,988;683,461;7006;2,024;Q1-2024;المغرب
3,541,404;508,702;5402;2,024;Q1-2024;السودان
2,188,847;541;8409;2,024;Q1-2024;سويسرا
30,843;115;8504;2,024;Q1-2024;رومانيا
61,088;292;9023;2,024;Q1-2024;هنجاريا
45,529;452;4016;2,024;Q1-2024;باكستان
5,454;5;4803;2,024;Q1-2024;المغرب
10,000;10,000;9403;2,024;Q1-2024;غانا
5,320;82;1604;2,024;Q1-2024;الإمارات
2,250;2,760;2105;2,024;Q1-2024;مصر
25,000;10,000;5512;2,024;Q1-2024;جيبوتي
27,448;8,122;7018;2,024;Q1-2024;عمان
17,600;2,350;6802;2,024;Q1-2024;اليمن
33,392;18,500;8418;2,024;Q1-2024;غانا
15,324,330;1,052,442;8544;2,024;Q1-2024;البحرين
138,578,550;4,509,980;7404;2,024;Q1-2024;كوريا الجنوبية
162,991;26,424;4602;2,024;Q1-2024;قطر
219,500;116,500;0604;2,024;Q1-2024;البحرين
300,961;271,337;2827;2,024;Q1-2024;البحرين
1,518,702;245,933;4415;2,024;Q1-2024;المانيا
19,758;1,231;8438;2,024;Q1-2024;اليمن
47,500,236;6,547,860;4002;2,024;Q1-2024;تركيا
387,829;1,015;9026;2,024;Q1-2024;مصر
664,334;72,794;0406;2,024;Q1-2024;جورجيا
657,084;100,232;7309;2,024;Q1-2024;البحرين
579,312;25,620;0409;2,024;Q1-2024;تونس
559,115;49,471;4016;2,024;Q1-2024;العراق
997;100;4901;2,024;Q1-2024;مكسيك
1,652,312;584,744;7013;2,024;Q1-2024;اليمن
48,289;3,914;6302;2,024;Q1-2024;مصر
70,000;15,000;8707;2,024;Q1-2024;الصومال
67,425;1,196;6808;2,024;Q1-2024;الإمارات
78,209;1,362;9608;2,024;Q1-2024;البحرين
188,146;71;9024;2,024;Q1-2024;هولندا
10,000;8,635;9802;2,024;Q1-2024;نيجيريا
149,276,697;18,358,264;7601;2,024;Q1-2024;تايلاند
427,506;43,000;4419;2,024;Q1-2024;تايلاند
16,784;328;4819;2,024;Q1-2024;المملكة المتحدة
517;10;9802;2,024;Q1-2024;فرنسا
18,910;2,996;8418;2,024;Q1-2024;أندونيسيا
2,138,078;168,150;8704;2,024;Q1-2024;الأردن
42,150;3,150;0407;2,024;Q1-2024;قطر
526,143;9,071;1806;2,024;Q1-2024;أمريكا
702,700;146,100;7309;2,024;Q1-2024;الكويت
7,084;1,370;7608;2,024;Q1-2024;بلجيكا
417,836;79,588;5503;2,024;Q1-2024;قطر
101,725;6,590;8518;2,024;Q1-2024;البحرين
457,677;46,784;3304;2,024;Q1-2024;اليمن
683,911;29,249;8306;2,024;Q1-2024;اليمن
11,739,920;3,262,500;3901;2,024;Q1-2024;اوغندا
31,857,764;5,404,017;0403;2,024;Q1-2024;عمان
2,075,103;223,290;4011;2,024;Q1-2024;السودان
93,811;7,322;1104;2,024;Q1-2024;البحرين
939,851;71,237;0905;2,024;Q1-2024;الإمارات
55,129;21,995;2912;2,024;Q1-2024;البحرين
18,508,184;1,250,333;7606;2,024;Q1-2024;المانيا
21,499;95;8425;2,024;Q1-2024;إيطاليا
37,095;1,450;8001;2,024;Q1-2024;السودان
3,221;378;8538;2,024;Q1-2024;إيطاليا
513,960;93,575;6305;2,024;Q1-2024;اليمن
35,663;411;8471;2,024;Q1-2024;قبرص
37,500;960;0202;2,024;Q1-2024;مالديف
35,423;92;8471;2,024;Q1-2024;الهند
81,341;10,756;7005;2,024;Q1-2024;كينيا
144,835;20,440;7216;2,024;Q1-2024;كوستاريكا
287,700;15,680;3910;2,024;Q1-2024;العراق
535;23;4807;2,024;Q1-2024;البحرين
409;60;7010;2,024;Q1-2024;الصين الشعبية
153,394;450,900;2505;2,024;Q1-2024;كوريا الجنوبية
628,613;48,150;3505;2,024;Q1-2024;العراق
1,360,538;123,719;2103;2,024;Q1-2024;لبنان
544,590;1,777;9504;2,024;Q1-2024;فرنسا
16,103;15;8536;2,024;Q1-2024;البرازيل
670,543;4,123;8516;2,024;Q1-2024;سنغافوره
425;106;6912;2,024;Q1-2024;اليمن
426,863;105,000;6204;2,024;Q1-2024;الصين الشعبية
521,836,002;52,084;8409;2,024;Q1-2024;المملكة المتحدة
127,004;412;8443;2,024;Q1-2024;هولندا
22,411;746;8423;2,024;Q1-2024;مصر
4,160,663;39,025;4016;2,024;Q1-2024;عمان
125,565;158;8307;2,024;Q1-2024;فيتنام
250;17;4303;2,024;Q1-2024;البحرين
117,252;24,750;3901;2,024;Q1-2024;بنين
10,094,929;2,223,188;4808;2,024;Q1-2024;اليمن
70,881,800;7,614;8409;2,024;Q1-2024;تركيا
170,438;466;8711;2,024;Q1-2024;فرنسا
157,247;10,800;1905;2,024;Q1-2024;هونج كونج
37,823;6,963;0804;2,024;Q1-2024;الأرجنتين
1,814,746;554,413;1106;2,024;Q1-2024;الهند
101,579;3,300;6911;2,024;Q1-2024;السودان
789,375;175,000;7202;2,024;Q1-2024;الأردن
3,686;327;4911;2,024;Q1-2024;الصين الشعبية
1,678,418;150,900;3401;2,024;Q1-2024;الأردن
58,320;83,700;6810;2,024;Q1-2024;سوريا
264;117;7612;2,024;Q1-2024;المملكة المتحدة
492,043;27,646;1106;2,024;Q1-2024;مصر
2,422;1,802;5906;2,024;Q1-2024;الإمارات
118,677;153;6105;2,024;Q1-2024;إيطاليا
75,814;14,610;1905;2,024;Q1-2024;تنزانيا
418,898;140,000;2912;2,024;Q1-2024;ملاوي
1,180,356;41,416;7404;2,024;Q1-2024;البرازيل
1,195;447;0804;2,024;Q1-2024;قبرص
639,828;47,952;8007;2,024;Q1-2024;اليمن
22,473,888;1,480,180;0306;2,024;Q1-2024;الصين الشعبية
25,168;32,000;6403;2,024;Q1-2024;كونغو
121,510,585;53,282,530;7214;2,024;Q1-2024;العراق
7,278;195;7409;2,024;Q1-2024;الإمارات
252,459;65,783;3405;2,024;Q1-2024;الكويت
614,219;35,912;0306;2,024;Q1-2024;الأردن
113,400;270,000;2520;2,024;Q1-2024;الهند
30,000;6,000;8481;2,024;Q1-2024;كونغو
327,089;138,990;2005;2,024;Q1-2024;الصومال
13,500;9,000;6211;2,024;Q1-2024;فرنسا
2,005;195;8214;2,024;Q1-2024;اليمن
500;600;3924;2,024;Q1-2024;الهند
164,643;92,000;2519;2,024;Q1-2024;البرازيل
759;270;7615;2,024;Q1-2024;باكستان
1,031,377;188,920;4002;2,024;Q1-2024;جنوب افريقيا
5,000;1,000;4504;2,024;Q1-2024;عمان
342,440;414;8537;2,024;Q1-2024;فرنسا
55,736;288;8483;2,024;Q1-2024;كولومبيا
11,057;49,020;8484;2,024;Q1-2024;رومانيا
795,000;49;9021;2,024;Q1-2024;بلجيكا
59,559;189;8523;2,024;Q1-2024;الصين الشعبية
423,967;29,896;3919;2,024;Q1-2024;كونغو
17,000;2,000;6910;2,024;Q1-2024;لبنان
2,500;2,000;0901;2,024;Q1-2024;مالطة
2,785,365;1,274,468;2519;2,024;Q1-2024;جنوب افريقيا
58,536;167;5701;2,024;Q1-2024;الصين الشعبية
65,081;21,600;0401;2,024;Q1-2024;بروناي دار السلام
7,680;12,500;0714;2,024;Q1-2024;قطر
15,118;31;6106;2,024;Q1-2024;إيطاليا
2,324;700;3303;2,024;Q1-2024;غانا
298,635;20,621;3921;2,024;Q1-2024;اوغندا
31,500;2,000;8541;2,024;Q1-2024;موزمبيق
8,691;300;3925;2,024;Q1-2024;نيجيريا
43,236;12;8471;2,024;Q1-2024;كازاخستان
10,767;791;3921;2,024;Q1-2024;الصين الشعبية
12,743;1,773;7308;2,024;Q1-2024;تركيا
357,067;46,280;7602;2,024;Q1-2024;المانيا
879;111;8210;2,024;Q1-2024;البحرين
13,057,378;2,467,495;3906;2,024;Q1-2024;الهند
58,611;74,360;2104;2,024;Q1-2024;الصومال
778,642;759;7117;2,024;Q1-2024;كوريا الجنوبية
114,000;10,000;2817;2,024;Q1-2024;المغرب
5,589;35;8206;2,024;Q1-2024;البحرين
68,192;374,121;6904;2,024;Q1-2024;الكويت
47,160;41,500;4901;2,024;Q1-2024;لبنان
116,826,739;50,073,610;7214;2,024;Q1-2024;هونج كونج
2,160;200;4417;2,024;Q1-2024;عمان
71,392;379;9101;2,024;Q1-2024;تركيا
8,200;2,000;2104;2,024;Q1-2024;جيبوتي
27,990,119;8,878,645;1701;2,024;Q1-2024;البحرين
71,742,034;11,832,242;3923;2,024;Q1-2024;اليمن
39,397,434;14,051,350;1701;2,024;Q1-2024;فلسطين
5,318,523;253,394;8544;2,024;Q1-2024;الأردن
6,531,147;327,359;7612;2,024;Q1-2024;الأردن
6,130,440;216,719;7404;2,024;Q1-2024;المانيا
859,774;60,170;2102;2,024;Q1-2024;السودان
5,714,614;3,672;8517;2,024;Q1-2024;فرنسا
3,673,051;176,791;9403;2,024;Q1-2024;البحرين
38,479,101;542,351;8421;2,024;Q1-2024;الإمارات
90,900;278;4016;2,024;Q1-2024;الصين الشعبية
2,406,604;82,420;7404;2,024;Q1-2024;سنغافوره
6,032,466;2,262,175;4407;2,024;Q1-2024;الكويت
9,262,842;1,059,858;5603;2,024;Q1-2024;بلجيكا
624,531;78,187;7019;2,024;Q1-2024;قطر
2,004,263;173,586;5407;2,024;Q1-2024;كندا
794,147;85,542;5603;2,024;Q1-2024;العراق
26,456,470;3,984,797;3921;2,024;Q1-2024;اليمن
1,180,651;204,570;3902;2,024;Q1-2024;السودان
1,016,193;203;9002;2,024;Q1-2024;فرنسا
1,074,019;2,154;9026;2,024;Q1-2024;الكويت
6,257,291;167,966;1806;2,024;Q1-2024;عمان
633,939;32,600;8414;2,024;Q1-2024;قطر
286,125;43,600;3902;2,024;Q1-2024;روسيا
11,805,086;845,366;4823;2,024;Q1-2024;العراق
1,116,680;130,012;1905;2,024;Q1-2024;مصر
52,459;34;6104;2,024;Q1-2024;فرنسا
3,266;692;9618;2,024;Q1-2024;الإمارات
319,205;19,200;3305;2,024;Q1-2024;السودان
1,966,126;15,100;7412;2,024;Q1-2024;عمان
542;239;4819;2,024;Q1-2024;الصين الشعبية
1,969,902;534,314;3907;2,024;Q1-2024;كوريا الجنوبية
32,718;1,935;7308;2,024;Q1-2024;إيطاليا
2,859,278;347,421;0306;2,024;Q1-2024;الكويت
478;5;8480;2,024;Q1-2024;هونج كونج
8,875;1,590;9002;2,024;Q1-2024;تنزانيا
388,030;6,057;6212;2,024;Q1-2024;الإمارات
212,809;3,125;6501;2,024;Q1-2024;الصين الشعبية
30,000;827;9603;2,024;Q1-2024;تشاد
340,750;38,775;7315;2,024;Q1-2024;الإمارات
1,461,621;8,965,280;2501;2,024;Q1-2024;قطر
23,438,179;6,025,220;3901;2,024;Q1-2024;اليابان
2,048,011;1,620;8407;2,024;Q1-2024;سويسرا
1,473;100;8414;2,024;Q1-2024;جنوب افريقيا
6,417;602;1515;2,024;Q1-2024;فرنسا
27,725;25,700;7418;2,024;Q1-2024;اليمن
455,598;20,627;3305;2,024;Q1-2024;مصر
28,210;149;8468;2,024;Q1-2024;قطر
1,332;30;8212;2,024;Q1-2024;عمان
136,539;2,220;0909;2,024;Q1-2024;تركيا
400,146;12,687;8425;2,024;Q1-2024;قطر
10,671;400;4011;2,024;Q1-2024;نيجيريا
68,841;9,348;9801;2,024;Q1-2024;سنغافوره
3,985,066;181,899;0910;2,024;Q1-2024;اليمن
41,600;2,500;1204;2,024;Q1-2024;اليمن
98,332;342;8413;2,024;Q1-2024;فرنسا
204,612;37,745;0804;2,024;Q1-2024;تايلاند
263,557;77,000;4107;2,024;Q1-2024;الهند
319,909;60,009;0804;2,024;Q1-2024;مالي
567,135;264,264;2505;2,024;Q1-2024;الصومال
448,439;320;9027;2,024;Q1-2024;جنوب افريقيا
401,356;124,562;0702;2,024;Q1-2024;الإمارات
250,543;135,000;2832;2,024;Q1-2024;نيجيريا
22,634,438;109,904;8603;2,024;Q1-2024;فرنسا
2,621;188;4819;2,024;Q1-2024;فرنسا
974,416;1,499,093;9801;2,024;Q1-2024;سريلانكا
1,920,550;54,254;8501;2,024;Q1-2024;مصر
481,994;19,431;0804;2,024;Q1-2024;استونيا
155,234;49,500;3901;2,024;Q1-2024;الدنمارك
58;66;9004;2,024;Q1-2024;فرنسا
13,627;6,732;9403;2,024;Q1-2024;إيطاليا
1,970;150;9027;2,024;Q1-2024;تايوان
164,710;30,759;0804;2,024;Q1-2024;الكاميرون
5,406,495;72,925;9023;2,024;Q1-2024;البرازيل
153,265;124,170;7311;2,024;Q1-2024;الكويت
119,785;34,850;2701;2,024;Q1-2024;الإمارات
22,258;1,730;4823;2,024;Q1-2024;الجزائر
50;444;7006;2,024;Q1-2024;البحرين
3,805;35;8528;2,024;Q1-2024;البرازيل
606,000;200,000;2912;2,024;Q1-2024;اوغندا
30,609;5,692;0804;2,024;Q1-2024;فيتنام
15,000;11,000;8407;2,024;Q1-2024;نيجيريا
9,134;610;4823;2,024;Q1-2024;إيطاليا
38,810;700;8474;2,024;Q1-2024;قطر
192,019;125;8471;2,024;Q1-2024;المملكة المتحدة
563;24;8465;2,024;Q1-2024;قطر
334,558;113;4818;2,024;Q1-2024;الهند
146,993;22,600;3907;2,024;Q1-2024;السودان
50,706;13,154;8214;2,024;Q1-2024;الكويت
141,488;488;7013;2,024;Q1-2024;إيطاليا
24,953;4,649;0804;2,024;Q1-2024;أريتريا
102,046;3,330;8415;2,024;Q1-2024;نيجيريا
18,778;614;8415;2,024;Q1-2024;سيشلس
975,000;20,000;0908;2,024;Q1-2024;هولندا
120;30;8547;2,024;Q1-2024;اليمن
2,186,286;533,595;4105;2,024;Q1-2024;باكستان
100,350;233,610;4012;2,024;Q1-2024;اليابان
1,026,667;327,324;7209;2,024;Q1-2024;الكويت
113,400;61,140;6807;2,024;Q1-2024;السودان
1,394;43;7616;2,024;Q1-2024;الهند
797,300;112,300;0402;2,024;Q1-2024;تركيا
446,287;17,500;7209;2,024;Q1-2024;السودان
646;300;4012;2,024;Q1-2024;عمان
900;150;8305;2,024;Q1-2024;الإمارات
376,104;16,532;7304;2,024;Q1-2024;سنغافوره
24,096;90;9506;2,024;Q1-2024;سويسرا
1,439,674;82,560;0306;2,024;Q1-2024;كوريا الجنوبية
783;1;4203;2,024;Q1-2024;المملكة المتحدة
272,240;17,844;3301;2,024;Q1-2024;السودان
73,742;763;7320;2,024;Q1-2024;أمريكا
62;116;9603;2,024;Q1-2024;سويسرا
450;200;7106;2,024;Q1-2024;البحرين
93,850,212;845,280;8205;2,024;Q1-2024;إسبانيا
1,479,207;162,822;1512;2,024;Q1-2024;الإمارات
740,456;17,626;1806;2,024;Q1-2024;هولندا
8,510;1,666;7117;2,024;Q1-2024;جيبوتي
1,066,417;3,588;6405;2,024;Q1-2024;الإمارات
26,631;603;8205;2,024;Q1-2024;فرنسا
541,837;40,740;5703;2,024;Q1-2024;تايلاند
10,000;27,310;8435;2,024;Q1-2024;سوريا
472;45;6102;2,024;Q1-2024;هونج كونج
11,250;474;9703;2,024;Q1-2024;تركيا
4,208,375;10,917;3004;2,024;Q1-2024;اثيوبيا
12,800,775;20,218,114;6809;2,024;Q1-2024;الأردن
4,400;2,000;8514;2,024;Q1-2024;اليمن
848,002;3,600;6306;2,024;Q1-2024;نيوزيلاندا
36,906,184;149,755,281;2802;2,024;Q1-2024;المغرب
55,722;23,586;4804;2,024;Q1-2024;سريلانكا
475,491;172,323;4807;2,024;Q1-2024;بنغلادش
1,586;100;4409;2,024;Q1-2024;نيوزيلاندا
9,000;50;3404;2,024;Q1-2024;قطر
61,600;355;9003;2,024;Q1-2024;الإمارات
7,613;75;8419;2,024;Q1-2024;الهند
1;1,000;4901;2,024;Q1-2024;السودان
176,625;24,000;3404;2,024;Q1-2024;اليابان
120;20;9110;2,024;Q1-2024;اليمن
224,175;7,111;9617;2,024;Q1-2024;الإمارات
2,691,069;55,012;6209;2,024;Q1-2024;المغرب
27,654;5,380;0714;2,024;Q1-2024;الكويت
185,873;228;9105;2,024;Q1-2024;بولندا (بولونيا)
38,261;3,400;2814;2,024;Q1-2024;السودان
16,902;256;7303;2,024;Q1-2024;المملكة المتحدة
1,651,875;29,400;8429;2,024;Q1-2024;البرازيل
3,960;5,000;2104;2,024;Q1-2024;السنيغال
7,550,642;494,118;4016;2,024;Q1-2024;الإمارات
874,360;42,220;7312;2,024;Q1-2024;اليمن
3,963,096;415,375;4819;2,024;Q1-2024;أمريكا
26,739,187;7,855,142;0401;2,024;Q1-2024;العراق
59,185;73;8311;2,024;Q1-2024;النرويج
1,758,606;788,336;4804;2,024;Q1-2024;الكويت
825;28;4811;2,024;Q1-2024;قطر
239,003;58,965;7317;2,024;Q1-2024;البحرين
34,970,357;9,708,500;3904;2,024;Q1-2024;الأردن
60,950;1,560;7306;2,024;Q1-2024;لبنان
8,756,600;229,930;8438;2,024;Q1-2024;مصر
92,736;10,358;8212;2,024;Q1-2024;الكويت
314,646;14,402;2102;2,024;Q1-2024;الإمارات
52,680;460;8310;2,024;Q1-2024;الإمارات
1,028,170;331,870;3915;2,024;Q1-2024;باكستان
523,769;152,053;7005;2,024;Q1-2024;أستراليا
10,635;1,000;3404;2,024;Q1-2024;عمان
150,000;120,000;8459;2,024;Q1-2024;الأردن
